"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL568772";"";"None";"608.69";"2";"5.09";"15e";"CCc1cc2c(N3CCN(C(=O)c4ccc(-c5ccccc5)cc4)CC3)nc(N3CCN(C(=O)C(F)(F)F)CC3)nc2s1";"Ki";"'='";"1810.0";"nM";"5.74";"";"";"UO_0000065";"9.43";"0.18";"0.65";"7.88";"0";"CHEMBL1050573";"Binding affinity to human recombinant P2Y12 receptor expressed in CHO cell membrane in presence of HSA and human AGP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL568148";"";"None";"517.66";"1";"3.65";"15a";"CCc1cc2c(N3CCN(C(=O)c4ccc(-c5ccccc5)cc4)CC3)nc(NC[C@@H](O)CO)nc2s1";"Ki";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"14.92";"0.29";"4.07";"7.58";"0";"CHEMBL1050572";"Binding affinity to human recombinant P2Y12 receptor expressed on CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL566437";"";"None";"559.65";"1";"3.87";"21d";"CCc1cc2c(N3CCN(C(=O)c4ccc(-c5ccccc5)cn4)CC3)nc(NC(=O)NCCC(=O)O)nc2s1";"Ki";"'='";"161.0";"nM";"6.79";"";"";"UO_0000065";"12.14";"0.23";"2.92";"4.83";"0";"CHEMBL1050573";"Binding affinity to human recombinant P2Y12 receptor expressed in CHO cell membrane in presence of HSA and human AGP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL250687";"";"None";"456.57";"0";"1.97";"10";"CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1";"Ki";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"18.18";"0.35";"6.33";"6.42";"0";"CHEMBL923909";"Displacement of [125I] labeled ligand from human P2Y12 receptor in human platelets";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140463";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL561810";"";"None";"554.65";"1";"1.99";"13H";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NCCN(C)C)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"11.84";"0.22";"4.58";"4.55";"0";"CHEMBL1060022";"Binding affinity to human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL549594";"";"None";"544.61";"1";"3.39";"7G";"CCC(=O)ON1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(-c3ccccc3)nc(-c3ccccc3)c2)CC1";"Ki";"'='";"484.0";"nM";"6.32";"";"";"UO_0000065";"11.60";"0.22";"2.93";"4.89";"0";"CHEMBL1060022";"Binding affinity to human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL549308";"";"None";"454.48";"0";"1.62";"10A";"COC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cccc(-c3ccccc3)n2)CC1";"Ki";"'='";"2440.0";"nM";"5.61";"";"";"UO_0000065";"12.35";"0.23";"3.99";"4.35";"0";"CHEMBL1060022";"Binding affinity to human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL401859";"";"None";"507.50";"0";"4.78";"36";"Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Nc3ccccc3)cc2)c2c1C(=O)c1ccccc1C2=O.[Na+]";"Ki";"'='";"1850.0";"nM";"5.73";"";"";"UO_0000065";"11.81";"0.22";"0.95";"4.14";"0";"CHEMBL995340";"Displacement of [3H]PSB0413 from human platelet P2Y12 receptor";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136967";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL502519";"";"None";"551.51";"1";"4.48";"41, PSB-0702";"Nc1c(C(=O)O)cc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O.[Na+]";"Ki";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"14.50";"0.28";"3.20";"4.37";"0";"CHEMBL995340";"Displacement of [3H]PSB0413 from human platelet P2Y12 receptor";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136967";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL271673";"";"None";"450.83";"0";"3.69";"16";"Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Cl)cc2)c2c1C(=O)c1ccccc1C2=O.[Na+]";"Ki";"'='";"7350.0";"nM";"5.13";"";"";"UO_0000065";"11.97";"0.24";"1.44";"4.06";"0";"CHEMBL995340";"Displacement of [3H]PSB0413 from human platelet P2Y12 receptor";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136967";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL249789";"";"None";"546.52";"1";"2.79";"16";"OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O";"Ki";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"15.19";"0.31";"5.51";"6.42";"0";"CHEMBL923909";"Displacement of [125I] labeled ligand from human P2Y12 receptor in human platelets";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140463";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL603147";"";"None";"581.67";"1";"2.88";"80e";"CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N(C)C)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"14.82";"0.28";"5.74";"5.77";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL592806";"";"None";"609.72";"1";"3.17";"51r";"CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCCNC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"3.7";"nM";"8.43";"";"";"UO_0000065";"13.83";"0.26";"5.26";"5.61";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL589283";"";"None";"651.76";"1";"3.43";"71d";"CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(C)=O)CC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"3.9";"nM";"8.41";"";"";"UO_0000065";"12.90";"0.24";"4.98";"5.30";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL578324";"";"None";"681.79";"1";"4.18";"57h";"CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCC(OCC)CC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"12.06";"0.23";"4.04";"4.90";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL603148";"";"None";"611.70";"1";"2.56";"80h";"CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)NCCOC)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"7.9";"nM";"8.10";"";"";"UO_0000065";"13.25";"0.25";"5.54";"4.84";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL590771";"";"None";"596.73";"1";"4.15";"83f";"CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCCOC)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"13.54";"0.26";"3.93";"5.84";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL590364";"";"None";"581.67";"1";"2.63";"46j";"CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCOCC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"14.58";"0.28";"5.85";"5.99";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL590741";"";"None";"594.71";"1";"2.72";"46m";"CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N)CC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"3.5";"nM";"8.46";"";"";"UO_0000065";"14.22";"0.27";"5.74";"5.34";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL600056";"";"None";"664.80";"1";"3.35";"80q";"CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N3CCC(N(C)C)CC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"12.44";"0.24";"4.92";"5.41";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL551020";"";"None";"566.66";"1";"1.94";"45m";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N)CC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"14.12";"0.27";"6.06";"5.05";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL591619";"";"None";"598.70";"1";"3.60";"53i";"CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"13.12";"0.25";"4.25";"5.32";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL590742";"";"None";"608.74";"1";"3.11";"47m";"CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N)CC3)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"12.76";"0.24";"4.66";"4.91";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL597980";"";"None";"541.61";"1";"1.44";"45f";"CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N(C)CCO)cc(-c3ccccc3)n2)CC1";"Ki";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"13.04";"0.25";"5.62";"4.63";"0";"CHEMBL1064897";"Displacement of [33P]ADP from human recombinant P2Y12 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157562";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL2333767";"";"None";"391.54";"1";"6.48";"13";"Cc1ccc(NC(=O)Nc2cccnc2Sc2ccccc2C(C)(C)C)cc1";"Ki";"'>'";"70000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2339549";"Displacement of [beta-33P]-2MeS-ADP from human P2Y12 receptor transfected in HEK293 cells assessed as [beta-33P] bound to cells after 1 hr by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2001";"Purinergic receptor P2Y12";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331383";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";""
