"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4787041";"";"None";"1051.26";"None";"None";"18";"CCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NC1(C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC1)C(C)C";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4775347";"Displacement of [125I] [NIe75, Tyr77]Pyr-apelin-13 from YFP-tagged human APJ receptor expressed in HEK293 cell membranes incubated for 1 hr by gamma counting based Cheng-Prusoff equation analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765470";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";""
"CHEMBL4795785";"";"None";"1178.49";"None";"None";"54";"CCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C";"Ki";"'='";"474.0";"nM";"6.32";"";"";"UO_0000065";"5.37";"None";"None";"None";"0";"CHEMBL4775347";"Displacement of [125I] [NIe75, Tyr77]Pyr-apelin-13 from YFP-tagged human APJ receptor expressed in HEK293 cell membranes incubated for 1 hr by gamma counting based Cheng-Prusoff equation analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765470";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"AGONIST";""
"CHEMBL4793361";"";"None";"1262.53";"None";"None";"28";"CCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)O)C(C)C";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"6.25";"None";"None";"None";"0";"CHEMBL4775347";"Displacement of [125I] [NIe75, Tyr77]Pyr-apelin-13 from YFP-tagged human APJ receptor expressed in HEK293 cell membranes incubated for 1 hr by gamma counting based Cheng-Prusoff equation analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765470";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"AGONIST";""
"CHEMBL4798669";"";"None";"1172.44";"None";"None";"55";"CCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4775347";"Displacement of [125I] [NIe75, Tyr77]Pyr-apelin-13 from YFP-tagged human APJ receptor expressed in HEK293 cell membranes incubated for 1 hr by gamma counting based Cheng-Prusoff equation analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765470";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";""
"CHEMBL4787249";"";"None";"1162.40";"None";"None";"63";"CCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)[C@@H](C)CC";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"6.71";"None";"None";"None";"0";"CHEMBL4775347";"Displacement of [125I] [NIe75, Tyr77]Pyr-apelin-13 from YFP-tagged human APJ receptor expressed in HEK293 cell membranes incubated for 1 hr by gamma counting based Cheng-Prusoff equation analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765470";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"AGONIST";""
"CHEMBL4879061";"";"None";"1591.89";"None";"None";"29";"CCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1cccc(-c2ccccc2)c1)C(=O)O";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"4.72";"None";"None";"None";"0";"CHEMBL4808299";"Displacement of [125I] [NIe75,Tyr77]Pyr-apelin-13 from YFP-tagged human APJ receptor expressed in HEK293 cells incubated for 1 hr by gamma counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4808162";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"AGONIST";""
"CHEMBL4632773";"";"None";"1390.87";"None";"None";"1; E339-3D6";"CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)CCCCCCCCCCCCNC(=O)NCCCC[C@H](NC(=O)Cc4csc(=N)n4C)C(=O)N[C@@H](Cc4cn(Cc5ccccc5)c[n+]4C)C(=O)NC4CCN(C)CC4)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1";"Ki";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"4.43";"None";"None";"None";"0";"CHEMBL4627574";"Displacement of [125I]-apelin-13 from EGFP-fused human APJ receptor delta16 mutant stably expressed in HEK293 cells by FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"UNDEFINED MUTATION";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627251";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307715";"";"";""
"CHEMBL4641593";"";"None";"1237.59";"None";"None";"4";"CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1=C2c1ccc(S(=O)(=O)NC(=O)NCCCC[C@H](NC(=O)Cc2csc(=N)n2C)C(=O)N[C@@H](Cc2cn(Cc3ccccc3)c[n+]2C)C(=O)NCC2CCN(C)CC2)cc1S(=O)(=O)[O-]";"Ki";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"5.45";"None";"None";"None";"0";"CHEMBL4627574";"Displacement of [125I]-apelin-13 from EGFP-fused human APJ receptor delta16 mutant stably expressed in HEK293 cells by FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"UNDEFINED MUTATION";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627251";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307715";"";"";""
"CHEMBL4646232";"";"None";"518.66";"1";"4.62";"32";"COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CCc2ccccc2)C(=O)NC2CCC2)nn1CC(C)C";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4627571";"Displacement of [125I]-apelin-13 from human APJ receptor stably expressed in CHOK1 cell membrane measured after 2 hrs by topcount scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627251";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307512";"";"";""
"CHEMBL3417394";"";"None";"578.71";"1";"2.80";"23";"CCCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3421345";"Displacement of [125I]apelin-13[Glp65,Nle75,Tyr77] from YFP epitope-tagged human APJ receptor expressed in HEK293 cell membranes incubated for 1 hr by Cheng-Prusoff equation analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414462";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3417391";"";"None";"1257.51";"None";"None";"20";"CCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O";"Ki";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"5.83";"None";"None";"None";"0";"CHEMBL3421345";"Displacement of [125I]apelin-13[Glp65,Nle75,Tyr77] from YFP epitope-tagged human APJ receptor expressed in HEK293 cell membranes incubated for 1 hr by Cheng-Prusoff equation analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1628481";"Apelin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414462";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307715";"";"";""
